age,length_screw,diameter,middle_diameter,hammer_strength,rank,size,country
63.0,32.178311925685726,25.793608448767852,,59.641161776370275,bad,M,Spain
92.0,18.948214390941367,-24.523447827262988,,-50.28865590234413,medium,S,Denmark
54.0,-0.18035640630036198,-49.844792749241506,,-106.93112429779259,medium,M,Spain
30.0,29.891349863352197,-12.099274615974151,4.45398965786677,0.7960439056787507,perfect,L,Germany
75.0,19.573569041506786,-51.46666067079398,,-131.59729826575776,medium,XXL,Germany
77.0,55.156410724777906,-1.034391595760063,0.4701389731033552,9.634227229842038,bad,XL,Austria
70.0,21.781875664418266,-26.964013835851674,,-54.48926154747377,perfect,L,Austria
55.0,32.175417804386385,78.65165708009428,-0.5921250524675763,213.9585999997151,medium,M,Canada
78.0,35.25797637430183,-76.58107031000456,,-169.7033323639167,bad,L,Germany
35.0,33.80646121940528,-89.86516512681486,,-210.30171898710478,bad,L,Canada
98.0,55.16065206745719,63.449838475614854,3.3598875944478745,186.01467100031272,good,L,Canada
36.0,12.431160024372147,11.948240829202783,,41.68693275465826,perfect,S,Spain
62.0,43.063030496173894,-22.271576224949246,,-35.708476781873145,perfect,XXL,Austria
98.0,30.61167678923082,33.289441236694884,2.9328576611018273,89.70844901881495,bad,M,Canada
36.0,29.50427942019516,27.552782850128807,,88.76537142721446,medium,L,Italy
38.0,41.53688897058918,40.83551209049489,,114.25248920001579,perfect,L,France
40.0,45.93097863110028,6.017054276254662,,35.70240404597928,good,L,Spain
89.0,28.857818957093322,-93.65798796555873,2.8453534558160434,-218.8023608957792,perfect,L,Denmark
72.0,9.711816242849238,14.782129775214678,3.421158364079391,63.45510387960309,perfect,M,France
59.0,4.1121029867015615,52.8744809198219,2.5667379625373368,136.4683744619372,bad,XL,Canada
53.0,61.8453613780979,-13.820787258584526,2.5087745956410723,-22.935266140835108,perfect,M,Italy
74.0,8.830414207916967,63.31245849079092,,173.95081855219246,perfect,S,Italy
41.0,71.10547572207435,-11.750706563998552,,-2.6537194211107993,good,L,Italy
87.0,19.427838994838908,33.07243025608443,1.850658502960572,95.77754418538477,medium,XL,France
53.0,38.14808756855934,29.336056159264686,,82.95240139288569,medium,S,Italy
80.0,33.97165167465573,83.24508605677235,2.3213736146285546,220.7822693315884,bad,S,Germany
31.0,17.729565008570184,31.01994265894427,,96.69372520861477,good,L,Spain
38.0,10.998683872631883,-13.604440495089397,,-47.39319979253291,bad,XL,Canada
84.0,-23.82458393434767,35.50720892791054,,91.75754558187043,good,L,Germany
79.0,39.585179412436666,42.348126678306706,,128.5877891420106,bad,L,Denmark
79.0,22.796359705009557,8.048883940108983,,35.62670583453179,good,S,Austria
36.0,42.06377833465355,-39.58080729400085,,-89.67728181955395,bad,XXL,Italy
60.0,24.013568084543873,-29.336431083892915,1.6841946322831676,-54.569529576160505,perfect,S,France
50.0,-13.764629770943493,64.46149022366066,,166.11837751043296,medium,M,France
45.0,5.259097863655249,-27.98490092470692,,-80.23135020562493,good,M,Austria
70.0,-13.733553174870522,-31.80210178580677,,-94.5635473573941,perfect,XL,Austria
84.0,33.23105650129015,-9.196492508285377,3.6355396010541488,-1.6108235842797765,bad,S,Italy
50.0,6.729659112154955,-31.538676319925983,2.643654597972618,-81.88443196942019,bad,L,Canada
86.0,19.44651777493626,0.07341751238435057,,5.253666371809528,perfect,M,Denmark
65.0,9.611911564533639,6.487835465001455,,27.964536010204505,good,XL,Italy
39.0,14.096149068653594,-8.487853168277905,,-13.683966249589446,good,L,Germany
53.0,7.3583312351101,-13.641107179158261,,-28.624886251180605,perfect,S,Germany
89.0,12.614359882820729,-5.489726483254929,,6.979326393062211,medium,L,Canada
75.0,54.05832209618275,-26.78977959204544,-0.6851646184723759,-57.52956989025347,good,XL,Canada
39.0,29.86939618330976,55.53313264699305,,143.245357406285,medium,XL,Austria
33.0,48.652819175689295,22.20678484625899,4.664027798391757,79.8521142038292,perfect,XL,Denmark
36.0,28.347821052939906,39.35216615653309,3.7789841571692047,118.29453130734082,perfect,S,Germany
68.0,28.587623596139174,13.043369279418195,-0.6668700550466191,49.9241471106903,perfect,XL,Denmark
83.0,29.81599838833175,-7.470378844156473,2.9035543907164945,1.070017227261765,good,S,Germany
69.0,60.68959013765617,-21.68896904990718,4.32038597804591,-29.024908721693844,bad,L,Germany
48.0,22.30233614641108,-29.42657476925324,,-72.16048628273852,bad,M,Italy
34.0,46.27150543048354,41.80724363440608,,125.45563831051825,perfect,L,Denmark
18.0,28.898688047566132,-10.269433421040151,3.9464059154586746,-12.195816722934103,good,XXL,Denmark
18.0,28.17855173753837,12.778598504048453,-0.5401328786473893,47.79769741703869,bad,M,Canada
44.0,45.890172283419396,33.54269590754208,,101.8896076738007,perfect,M,France
32.0,23.77499677289854,50.16998002766734,,120.25993358822302,bad,M,France
80.0,22.774378188205528,5.174656105215523,,9.83322887985442,bad,XL,Denmark
63.0,28.228536977037187,-39.551322320893895,1.4861936843250674,-82.43577990374075,perfect,XL,Denmark
34.0,46.83788730704181,30.851417324338627,2.6553979133499324,89.6725854775736,good,XXL,Denmark
41.0,14.094047898252844,58.15850801826424,1.9398683997992092,167.30925319299155,perfect,M,Germany
48.0,20.458009413056264,-10.082136926609985,4.696325679798262,-11.430330162438281,bad,L,France
51.0,59.80252903593198,-1.0296869223730933,7.334136384859468,27.25796101706696,perfect,L,Spain
31.0,-15.499782045049528,-71.62262839323874,,-171.87283663838167,good,S,Denmark
62.0,24.82843022022943,27.486455902900985,,76.38428617315479,good,S,Denmark
27.0,43.556550937432604,30.497310915382602,,105.96335399961714,perfect,XL,Italy
86.0,33.23763514216002,-4.831111225954741,2.4081872506699513,14.084858761653216,bad,XXL,Canada
68.0,58.82849249556129,88.30076590991999,5.426784996508292,237.3568107295571,medium,M,Canada
65.0,18.402051778541193,-50.89679391339489,,-115.11818687033721,bad,S,France
47.0,-5.248780067025031,9.686309504691657,1.6238150123955082,29.909663261974607,good,L,Italy
71.0,54.38935750528162,46.24889263811579,,132.15050601104682,medium,XXL,Italy
23.0,2.466192845053424,-6.9921566004023,0.018372790718977683,-27.703056270087487,bad,S,Denmark
37.0,-2.974868882769229,-88.52105346740328,,-222.05586555421965,bad,S,Austria
95.0,33.07178404173807,-24.94065720582872,-1.7417007978871437,-42.75495059920499,bad,M,France
75.0,25.571197556519692,9.192055670277796,5.669643969653983,21.883748000670803,medium,XL,Spain
87.0,4.479580668606005,-20.287295431406204,-1.113614470350397,-37.2351535459565,good,M,Canada
48.0,15.899144279318334,-78.5054779073563,4.245998403587063,-192.07876770314658,medium,L,Italy
59.0,5.6063330325908645,-35.90734165308195,,-84.09471653084714,good,M,Italy
72.0,41.3503001451193,27.683807939745247,2.0824394785144302,66.70090976957249,medium,XL,Italy
85.0,43.25588121719729,0.9284348464868184,-0.08448018692954928,12.627913280951127,bad,L,France
85.0,81.78853543338391,35.16529945178663,,96.9655417220072,bad,M,Germany
88.0,15.26230697115186,16.332289268929348,,37.3153497347526,perfect,S,Denmark
25.0,20.259993049281245,76.59206416103447,1.54287240402324,194.4510234408529,bad,XXL,Italy
59.0,20.880978312780023,-22.022217073280853,,-38.977193677028275,good,L,France
56.0,38.58479640420893,-37.18377257402768,,-77.6903753769768,perfect,XL,Denmark
62.0,20.694602329757195,13.942129629135463,,44.74806435860067,good,M,Spain
28.0,34.36920402261424,-27.41398706340491,3.08897295152733,-44.23725938535696,perfect,XXL,Austria
21.0,26.634533009601537,-31.054258097564535,,-78.03204524149349,perfect,XL,Canada
96.0,43.737172086385755,-79.45698708032981,,-187.88014652549614,bad,S,Germany
75.0,31.671484228557848,-2.4092256665489353,1.0049122064982976,21.720989422864392,perfect,XXL,France
77.0,50.50114404790695,46.839431539023245,1.466532202375542,156.12367321094007,medium,XXL,Canada
74.0,-30.597074838491274,-33.529150544858076,3.5395179254972833,-78.07355757028499,medium,XL,Italy
31.0,9.709175272902279,-2.331270254967478,6.4432468117898525,-2.397432708691125,good,XXL,Canada
23.0,52.77950715453224,17.70134609001731,2.447032939478291,66.58767938882788,perfect,S,Spain
55.0,24.658645489964,3.959665742030052,6.011833575478322,14.321328109684211,perfect,L,Germany
97.0,57.53756904332516,13.554311139498669,,49.95387827918034,perfect,S,Spain
44.0,22.909448004961774,7.023464875741087,,29.623582661353062,bad,XL,France
21.0,21.564678537974007,46.51824315316707,,118.64004889467586,medium,S,Italy
70.0,74.61201904781555,10.754928490457084,,44.08720799450692,good,XXL,Italy
75.0,37.95352641281602,37.87651153481288,,102.12995072335096,bad,M,Germany
86.0,35.76674561234314,10.899274639672516,-1.0406506898800636,53.68965070325606,bad,XL,Denmark
31.0,6.018772336750764,24.93775301487567,1.8930192626097437,58.28868621506139,bad,XXL,France
28.0,38.94871481351296,0.7981292660804402,5.788871842563685,17.763241838744285,good,L,France
54.0,53.75122875507845,-12.945151476781815,,-19.84749617652636,bad,M,Spain
30.0,-13.90502479999401,37.9752751832044,6.3269579201451975,82.53919896922216,good,L,Denmark
20.0,-7.285939442591285,1.6370766720393661,,15.278274663400236,medium,XL,Canada
51.0,41.49286941974114,5.763569751339121,,0.6041390694599116,medium,S,Austria
94.0,48.522950297149315,49.24124514461147,,148.59278367253276,good,M,Austria
80.0,29.9835588703208,105.41937573386107,,253.52103979417998,bad,M,Germany
25.0,25.948407476735902,16.375937573572315,,65.93954212781465,medium,S,Austria
46.0,29.49104728934825,94.72801294984549,1.9594848608241022,238.564368735244,perfect,M,Italy
36.0,30.391128556569466,0.02436696355781942,0.2831262950651299,19.14674028325386,perfect,M,Germany
30.0,15.60479733506889,-9.994468050066336,3.2237477377635617,-13.066081322517332,good,L,France
56.0,42.48181677426217,103.22351379975481,,271.9992674087559,bad,L,Canada
19.0,41.575118408612994,37.61155917831328,1.4649959856841825,103.1715065484823,good,XL,Italy
57.0,9.197886479440722,-53.934299403808524,,-117.14075716060451,good,XL,Austria
48.0,32.87812905398906,37.48967208472018,,106.93389322296528,bad,L,Austria
27.0,41.29818252147947,26.014003708428326,,88.06579755029236,perfect,XL,Austria
34.0,2.80268057558731,34.13818693665113,1.8763542896283478,101.48296328123817,bad,M,Italy
18.0,2.6533894007797514,-24.290885657283376,4.279539988280279,-45.81378041714339,bad,XL,Italy
45.0,-8.50520811344716,59.1660948077659,,145.73495693879988,medium,M,Spain
26.0,36.737898619961555,39.21424387132097,5.029266772702185,114.77056445172286,medium,M,Spain
75.0,17.02250821543238,12.932261874292347,,50.8412239682739,bad,M,Austria
33.0,27.894480824925576,5.75839493731099,,29.088635382291507,bad,XL,France
28.0,15.945183996783832,30.243813815695283,,68.22641867193319,perfect,XL,Austria
84.0,-15.09668904873297,-22.174249323352136,4.371767618644939,-49.89320418811069,medium,XL,Spain
60.0,11.662320938264301,-0.9527140341985367,,2.2699684138267946,medium,L,France
87.0,23.63801798235781,-59.09859472539143,4.0849999020075725,-156.25729057619537,good,M,France
38.0,20.550743702966464,-30.854677916100634,3.6005308690192663,-78.50481412596613,good,L,Spain
74.0,26.49123880220456,71.65637763994246,1.8909262845272767,189.5435267473153,medium,S,Denmark
69.0,18.842892895686145,17.36054912516477,,50.78785659013058,bad,S,France
23.0,28.243563261295506,3.0034939891088195,,-4.163910247124395,bad,M,Spain
42.0,33.87280080966384,22.710442019155153,,81.67522539412234,medium,L,Canada
96.0,35.492704517966516,7.511514542312307,4.649180958648398,44.35967572018268,medium,L,Germany
18.0,60.78886148681238,-65.89007144838872,,-137.84129617357513,perfect,XXL,France
45.0,13.130595256881314,37.45535737841821,0.136269385764892,82.67606698562383,medium,M,Spain
24.0,22.06348975555828,55.36031966039062,,149.63182172881602,bad,XL,France
72.0,35.098023478674314,12.353939150089195,,31.68476491773696,good,XXL,Austria
20.0,37.84155778312969,-33.38886369113041,,-73.43079659084954,good,L,Austria
52.0,15.304781400135205,-28.255902263978044,,-53.83897031136961,good,XL,Germany
38.0,30.380762122457224,-36.301450987651215,1.1406721837573364,-72.65662939493538,medium,S,Austria
53.0,49.72112377275257,23.607210580701242,,86.65793099460187,medium,S,Italy
20.0,32.07935567762926,-15.355235815656034,2.781111766156159,-28.181325987923397,bad,M,France
49.0,26.420943738272054,-7.932205288023223,,-15.581585154672524,medium,S,Canada
94.0,30.158027041425523,118.72483895940681,2.6001849159573283,299.71796479854913,perfect,M,Denmark
56.0,39.30058026080992,-21.253102991770316,,-42.55387560477486,medium,XXL,Canada
90.0,6.025037323990947,8.440584552009184,4.6819726174270535,10.428632093714363,good,XL,Spain
34.0,30.067601329971655,-43.26505446926223,4.041923167492304,-112.99495842745081,perfect,L,Italy
85.0,44.75201320162718,19.40474705483196,3.504957713041478,56.68316107163213,perfect,M,Denmark
86.0,53.98806285925127,-48.25594027749543,,-93.68724404343129,perfect,XXL,Germany
90.0,39.49768667895838,13.14883411519649,0.45730371343043563,39.00293340291297,medium,XL,Canada
83.0,54.73384393637488,26.88354031302951,,76.63395869543089,good,L,Austria
97.0,48.60281595629737,32.688679746276634,4.432921561173027,84.79222545113103,perfect,S,Canada
77.0,65.49227410301114,78.63937291683824,,231.0778812043807,medium,S,Germany
66.0,38.91399987780738,-56.04742463137238,,-114.99420686773605,medium,XXL,Italy
37.0,41.86004364042992,-32.842149291300125,-1.5850241824655704,-69.62871604370284,good,M,Italy
54.0,50.42143911690533,-23.453789489835398,,-29.07788432850505,bad,XXL,Spain
68.0,30.418266248047406,-16.65382013389446,4.26562648912312,-29.871984221161583,bad,XL,Austria
44.0,31.216936636691514,86.63322488632795,,222.14791362254581,medium,XXL,Italy
29.0,45.62281964894326,-0.11257939696131469,,7.492762202104004,good,XL,Italy
71.0,25.202908532679967,1.823857135132429,,-13.043057551431607,good,L,Germany
36.0,56.2315512294076,58.225775144376584,2.4558836415420413,169.97724694318202,medium,XXL,Spain
88.0,10.870457967955211,105.03381364939504,,275.3664516195382,medium,XL,Austria
56.0,36.992921592247875,2.2966195638965305,4.998247697174849,7.9311556667117245,medium,XXL,Austria
58.0,63.078440594777135,20.24214828167063,6.306807359666034,68.80615751341362,good,XXL,Germany
89.0,54.56987809610034,43.29242174476459,1.839698569375449,114.16205089441029,medium,L,France
59.0,24.548540225317687,47.56731068170008,,129.0748522605829,perfect,M,Spain
36.0,82.25538034727475,18.493385736119524,3.57360777217236,67.2932191834692,bad,M,Canada
82.0,23.943960854700542,-66.80329927396477,0.4865948936113673,-170.32322642482862,good,M,Denmark
81.0,52.9880142437918,17.675564054728802,,80.51543628266847,good,M,Italy
96.0,32.139191267023705,34.211110154468095,1.537445135469188,102.58828930557925,bad,XXL,Canada
92.0,47.777594993955574,43.026970603881104,,121.5579133173365,bad,S,Canada
43.0,26.09348286175222,95.54030142603966,,258.035350303242,perfect,XL,Germany
63.0,57.59919149349892,26.76406808330049,3.631760872015336,97.16999230601854,perfect,S,Germany
43.0,42.32644497724598,-37.23436409147976,3.437290452878676,-56.59577694780813,good,S,France
74.0,43.239317182350234,-8.927231656515815,,-17.834205806808868,bad,XXL,Germany
80.0,3.7283306144232995,45.267706605014396,,125.72539255780237,medium,M,Canada
81.0,28.84581344081803,-25.997965212585388,3.751210186498903,-45.10845108641494,bad,XL,Germany
64.0,11.277364002280674,36.11801478753185,3.7418993689304845,107.98363735097453,bad,L,Canada
69.0,74.19680687562976,-60.75994339557431,,-128.29442096543565,bad,XL,Denmark
59.0,8.496470359082654,-32.77910983163631,,-92.14053609223161,medium,M,Germany
69.0,16.66968912374672,23.63683569168927,3.745806164876228,67.59920516036907,medium,S,Austria
36.0,22.99993951612924,69.76418362651528,0.5978515905463424,197.68135318080317,bad,L,Austria
78.0,42.652624277652045,27.860097452527405,3.025092815040026,96.88159445233521,good,XL,Italy
40.0,55.04682109426622,-13.14754447523018,,-24.977539746287896,good,XXL,France
58.0,12.955969196613609,-61.91110041990853,,-141.48746614533368,medium,XXL,Denmark
83.0,68.9461021756983,82.6440554205193,1.2286830488223193,232.3391134359953,perfect,M,Italy
71.0,35.69942987052911,-12.952654000587835,6.986846331815467,-17.23988184946943,bad,XXL,Spain
25.0,53.76259154153432,33.13005513191587,,95.69629060395815,good,XL,Spain
40.0,14.415655516256443,11.2177593261582,3.218855359036302,22.487333046853344,perfect,L,Germany
80.0,64.94734359807782,-35.30479186583334,,-66.53228419490314,perfect,S,Italy
89.0,30.79467647391731,16.798218697225053,2.0276859007954857,51.23391642193716,bad,XL,Italy
47.0,56.08209128156374,-79.46295846305634,,-202.49774146392718,perfect,L,Germany
43.0,28.44526611105169,5.353108492066628,3.0263346620504503,33.796389820456874,medium,nan,Canada
68.0,22.101768556746265,-21.984655697112043,,-54.784930724199484,good,XXL,Italy
28.0,26.69734236130075,-3.674359711202488,3.0657921740012655,1.7275507927204732,good,L,France
41.0,-18.575575736678317,61.19046134178939,,149.06913865097437,good,M,Spain
83.0,28.640130607165247,-5.163492347804454,-0.748803286149168,10.927180533266986,perfect,S,Austria
49.0,7.96106580834909,38.44819788300209,,103.07547572380275,medium,XXL,France
75.0,38.85681819459098,-25.00342930871615,-0.715593175127391,-53.499918340265324,medium,L,France
51.0,13.125813350904853,-5.7445529028811455,,-14.17818987488549,good,M,Germany
77.0,31.540809450540106,-14.288029484353434,1.7334547633609059,-25.8065586878649,perfect,M,Canada
42.0,25.798005107374514,-13.15465039817606,,-33.237323499555934,perfect,L,Canada
83.0,16.575652034197013,21.378198223684528,1.9549683776301974,78.82124539251663,good,L,Germany
85.0,32.66020061700018,-9.664012114453502,,-11.046661168002812,good,XL,Spain
60.0,17.843063158491404,0.581835596186367,,9.171622574998988,good,S,Germany
35.0,39.40812434872496,94.39052343514906,2.690464036301254,239.62969793187548,perfect,XL,Spain
80.0,17.25396391118427,-34.62259659933945,3.123828628354807,-82.39916215446742,bad,XXL,Denmark
80.0,11.39017568010873,-17.711876372190492,,-37.679677221122844,medium,XL,France
42.0,61.26074068602905,30.39693696956732,-0.2894731189679578,107.79246082863828,perfect,XXL,Italy
40.0,30.479133367998713,10.761397742906912,4.855288422858318,31.977872877377457,bad,L,Spain
21.0,7.580004183729901,41.37943059587862,5.526619015611699,92.11844884600191,bad,M,France
82.0,12.70176146160884,-13.222279134747161,4.224811605522197,-33.201849234928176,perfect,L,Spain
46.0,36.794705392219754,-31.220443580350164,,-63.85070034803214,medium,S,Spain
82.0,10.093688880226377,14.209753734691862,,34.20210447710755,bad,S,France
80.0,28.13454128417034,-28.85986590928512,,-69.94947017774574,medium,L,Denmark
96.0,17.44630178911183,21.885885099108428,5.1528282096757145,54.75835135197731,perfect,S,Austria
66.0,32.7275473938038,58.39334368274176,2.55025269653554,139.6159525411419,perfect,S,Austria
51.0,0.08813743249416106,-70.37727854860738,4.443177790510198,-183.02646286741253,good,XXL,Austria
37.0,36.81558399704154,-36.91181163159969,2.1727553089275826,-88.89973127870924,good,M,Denmark
55.0,10.94605500694541,-9.621560774291897,2.6659621342660325,-33.00333598038072,medium,S,Canada
86.0,76.74513277449506,-9.893029433223962,,-8.130726713349878,bad,S,Denmark
82.0,49.77142125237452,15.768973726956373,5.096517020196245,54.83569266865684,good,XL,Canada
84.0,-6.193662490161628,23.71551553638039,,56.44763746229044,medium,XXL,Germany
92.0,25.96163236087021,19.660266511563563,,43.3602992438214,good,XXL,Italy
61.0,33.68559688506288,-15.452937192337153,,-31.971982904471687,medium,XXL,Denmark
44.0,18.33267247728248,-29.119056445418295,,-67.69239269157826,perfect,L,Canada
65.0,26.84144071724415,26.059321037496673,1.0190118307297698,83.08322436716507,good,L,Austria
27.0,23.649193726345402,129.98425330131323,,336.10185951313827,perfect,L,Spain
89.0,75.631801946753,-20.908224865154057,,-36.27974549469948,bad,XXL,Spain
98.0,58.20915699056534,46.48583641141519,,137.12894060112,bad,XL,Canada
55.0,21.966387077590223,53.64131789776488,,141.56688563730688,perfect,S,Canada
75.0,38.14545714282836,-17.512805927165378,,-25.165147746334195,perfect,XXL,Denmark
32.0,54.15836973089701,16.246288031472552,2.4963962334497944,75.32068942354095,perfect,S,Spain
40.0,5.387001644078392,28.29544549464,-0.3134148019538441,56.711071780642314,perfect,L,France
33.0,69.09654229977579,0.7709712512393831,4.663590803635032,23.41501053009865,perfect,XL,Denmark
34.0,33.747649381883136,-19.703602654257136,3.8570061615939237,-21.32246466766781,perfect,L,Denmark
66.0,31.18779029863933,50.64121276447021,3.7704936492101924,158.69528588973577,good,XL,Spain
44.0,32.78952788852231,63.795901831307475,1.5457424299928977,171.29141491446657,medium,S,Spain
59.0,54.58805256320757,47.342964057051276,,146.02444504043854,perfect,XXL,Italy
52.0,22.085591917623535,24.01637355620813,4.458720425199878,60.07484702181903,perfect,S,Spain
69.0,32.95539396303921,-25.984268541217602,4.381506650042331,-45.968366975646674,good,XL,Italy
90.0,29.65106138940627,8.262441645272636,,28.59788746022269,perfect,XXL,Germany
36.0,36.97644377682968,24.120036339524233,,68.10648280851456,perfect,XL,Denmark
21.0,40.22038447994229,40.91156497269424,0.9967774596868253,102.72202439143251,perfect,XL,Italy
83.0,33.270781917697825,-6.329852310560495,,0.430175737545909,good,XL,Denmark
63.0,-2.2623145978595147,-36.40743723321815,,-96.97176269587173,medium,L,Austria
70.0,13.652117903232124,-28.836828843511146,0.5583571497998658,-53.7854842992829,perfect,M,Canada
83.0,66.9568538738085,90.77642767395253,5.535858625110185,242.08343722221758,good,XXL,Spain
29.0,39.60845812801442,45.2089773478168,3.8228746619492906,121.9253851742629,good,M,France
74.0,53.522848875799184,-13.866948020621638,6.365630237614004,-30.52989750203676,perfect,L,Germany
63.0,32.44501984828155,-12.370604411665216,,-18.519160010095618,perfect,M,Germany
70.0,23.684420852024232,-54.66841235800777,3.1846772962569814,-138.93657409417813,perfect,S,Austria
57.0,20.262788511836167,40.78241598724909,4.5042721643437265,106.35864112902706,medium,XL,Denmark
66.0,61.389076321359006,9.814664948239601,4.966342614419061,48.0347372505983,perfect,L,Denmark
47.0,26.00935247922511,-4.689783014067454,1.5831633707288337,1.2376571311803266,bad,M,Denmark
30.0,57.3194913365263,67.63406355493602,3.7183525926772987,178.6061633160759,good,M,Denmark
56.0,11.668811629084185,-45.71555406953799,4.479440778889103,-95.01435752130824,good,XL,Denmark
